,reviews,positive_score,negative_score,result
1927,So Lou Malnati's was my favorite deep dish pizza place in Chicago.... I thought no other deep dish could compete.... I WAS WRONG. Pequods.... wow.  I really don't know what else to say that hasn't already been said about their amazing pizza.  The sauce... the fresh toppings... that crust!!!I will happily drive from the suburbs to carryout from here.  I suggest you all do the same !,5,0,positive
1928,"Hands down my favorite pizza place in Chicago! Good brews, amazing caramelized crust and a fun environment! This is my go-to rec for people looking for the best in Chicago style cuisine. Period.",4,0,positive
1929,"This place is full of millennials who are in the business of waiting tables not to service tables but who think they deserve a tip for whatever service they choose to give. We were told by a fat waitress who looked like she got to eat for free that slices would be ready in 15 minutes and whole pizzas took 45 minutes. So we ordered a slice and a sandwich.  A couple got seated next to us but after 20 minutes of no service decided to go to the restaurant across the street. Then the waitress decides to come by saying, ""Oh, you changed your mind?"" We had to question why the order was taking so long after 35 minutes. We constantly had to flag this woman down to get refills. Then she was quick to drop off the check and say its seems you are in a hurry here is your check.  Then a minute later is asking if we need change. Why can't wait staff get it in there heads that it is, I will be right back with your change NOT will you be needing change? When they ask that i say yes i will be and then give them a lower or no tip at all.  Oh and the food was overpriced, charging extra on top of the already overprice sandwich for cheese $1.35 a slice and .80 for sweet peppers on a meatball sandwich priced at $7.45. Food presentation wasn't bad but did not taste as good as it looked.",7,2,negative
1930,Real good pizza!!!! Went to the one in the north suburbs since the wait for the one in the city was to long.. worth the drive.,2,0,positive
1931,"Really disappointed with my experience today. Ordered ONE pizza for delivery at 12:45. After two calls to the restaurant, the pizza finally arrived at 3:30pm, cold and stale tasting. The saying ""pizza is like sex, even when it's bad it's good"" couldn't be less true here. All this wait for less than sub par pizza. Will not be ordering here again.",2,4,negative
1932,"Simply the best Chicago style pizza; not even close. You will walk out here with a belly full of bliss, delight and complete satisfaction. Wing are great, too.",4,0,positive
1933,"Good, fast service, except the pizza was not as good.Extra greasy. The crust and cheese were tasteless, but the pepperoni was alright.Two slices of good pizza are worth $10, but not this pizza",3,1,negative
1934,"The best.As a south sider, to give that distinction to a north side joint, and for pan pizza is a big deal.  But it's the best in the City of Chicago.  You won't find anything close.  Lou Malnati's has a crust that can be compared, but it surely doesn't top Pequods, not by a long shot.  I literally go out of my way to stop in here, and we try to visit only once in a while to preserve the sense of novelty and make it a treat.",4,0,positive
1935,"Move over Lou Malnati's and Giordano's! This is the best pizza in Chicago, hands down. Technically it is considered ""pan pizza"", not deep dish, but that makes it all the more delicious! Imagine the Noble Roman's pan pizza you loved as a child, pumped up on steroids. That is Pequod's. I am really picky when it comes to cheese/sauce/crust ratio on my pizza and many places like Giordano's are very heavy on the cheese and don't put enough sauce on the pie. Pequod's has the perfect ratio with a perfect amount of sauce so you don't have to order extra. The sausage is packed full of delicious, fennel(ly?) flavor, but the real show stopper here is the crust. It's deliciously chewy and caramelized around the edges. The only downside to eating here is that the wait is often incredibly long, but it's definitely worth it.",10,1,positive
1936,"For my first ever visit to Chicago, I knew I had to try the deep dish pizza. As a NY native, I am a die hard fan of the thin crust. But when in Chicago...I had heard about the magnificence of Pequod's pies and came ready to eat (and wait). To our surprise, there were many seats available on a Sunday afternoon around 12:30pm! We got seated immediately and put in our order for a sausage pepperoni medium pie (6 slices for 3 people was more than enough).My first bite into the slice was the best. It was loaded with sauce & cheese and man, that deep bottom crust was so good. The only thing I wasn't blown away by was the caramelized outer crust that receives a lot of hype. I preferred eating the actual pie instead.I was impressed by myself that I was able to polish off 1.5 slices. Be careful trying to finish two; you may feel sick for a while. Otherwise, worth the visit and the future stomach aches!",8,5,positive
1937,"Got take out, so I can't speak for inside of the restaurant. I had a friend visiting and he was on a mission to try different kinds of deep dish pizza. This place did not disappoint. The crust was sort of odd, more like bread, so if that's not your thing I wouldn't recommend their deep dish. We kept it pretty simple with giardiniera and sausage in one, with pepperoni and basil in the other. Very tasty!",3,1,positive
1938,"If Pizza Snobs were celebrities I would be the Olsen Twins + the Kardashians.Pequod's is really, really good pizza.  I would also label it as a Chicago ""must try"" given its uniqueness.   For those new to Pequod's I think its important to point out:1) Their thick pizza is Pan, it is not Deep Dish.  Do not let anyone else tell you otherwise.  It is more of a Sicilian style thick crust pan.   2) The thin crust should be avoided.  It's not bad, it's just as good as others in the Chicago thin crust scene, and the crust is fairly thick and dull.  They don't apply the same burned cheese, mouth drooling, method that is used on the thick.3) The burnt cheese crust on the thick crust is awesome, and it just gives you that killer pizza ""I am going to devour you"" reaction aesthetically too.  Anyone who's had John's NYC will understand.4) Sausage and meat quality overall is fantastic.  Huge chunks, be prepared.",6,3,positive
1939,"If you're looking for authentic Chicago deep dish style pizza then look no more.  Being a guy with eyes bigger than his stomach I believed the medium wouldn't cut it, boy was I wrong! After eating two huge slices my stomach couldn't budge anymore. It was either throw up in the restroom to make room for more or just settle for a to go box. The vomiting choice would be a win/lose. You win more room in your stomach, yet you lose the delicious beauty that you just scarfed down. Looks like you're in a picks huh? I ended up taking half to go. I stayed at the Hyatt Regency, and the weird thing is they didn't have a microwave in the room. So I was forced to keep it inside the mini fridge and eat cold pizza when my digestive system passed through all the cheese and bread from the two slices before. One downfall is this cold pizza was not satisfying. There is just too much bread that it just hardens up and doesn't taste like a normal cold slice of pizza. Other than that, I was more than satisfied with this place and I'm sure you wonderful Yelpers will be too!",9,7,positive
1940,It's the best deep dish the tourists don't know about it. I take all my visitors there.,1,0,positive
1941,"If you don't like their deep-dish pizza then deep-dish just isn't your thing. Plan ahead before going, because the place gets packed.",1,0,positive
1942,"Best deep dish in Chicago. If anyone is ever in from out of town this is my go to ""Chicago pizza"". The pizza does take 45 minutes at least to bake, so plan ahead. BUT you won't be disappointed with the delicious, cheesy, crispy, crust. Just writing this review is making me hungry for Pequod's",1,2,positive
1943,"I thought it was quite good! Prepare to wait because it will be a while. From the moment we put our names in, to when we left it was about 2 1/2 hours. But that is to be expected from one of the best deep dish places in Chicago (so stop complaining, people). The only downside I thought was there was much more bread than cheese and toppings. But it was still tasty nevertheless! I highly recommend it.",3,2,positive
1944,"I can only speak for myself here, but if I'm given the opportunity to order a final meal on death row, it's gonna be from Pequod's. Their pizza is the gold standard for me (both the abundant pepperoni thin crust AND the caramelized pan pizza), and the salad is also an absolute treat. My favorite now, forever and always.",3,1,positive
1945,"Delicious crust on the outside, undercooked crust and veggies on the inside. I'm torn because the outside of the deep dish was so good (on the well done side with cornmeal), but the inside was meh. The yummy sauce was the tie-breaker, which is why Pequod's gets 4 stars instead of 3. That, and of the 3 Chicago style deep dish places I tried in my 3 day Chicago visit (yes, you read that correctly... I felt like a fatty for many moons after this visit).The service was kind of slow (it seemed like a busy night), but tvs with bad movies made up for it  :)",5,3,positive
1946,Probably one of my favorite pizzerias in Chicago.  Came here on a later afternoon on Sunday and got seated quickly (table for 2).  Ordered a draft bud light and the garlic cheesy bread to start.  The cheesy bread was delicious and toasty with a little burnt cheese on top with an amazing marinara dipping sauce.For the pizza (now we're talking) we ordered a small (shareable between 2) deep dish topped with mushrooms and sausage. It was delicious with the perfect amount of burnt crust on the edges (known for that buttery and cheesy crust).  I think next time I might just order the pizza with just extra mushrooms.,6,3,positive
1947,"Maybe because I'm not a local and don't know what it means to have a Chicago pizza but this place was just okay for me. In one week I tried 3 pizza places and this was 3rd on my list.Pizza was fine, but didn't live up to the hype.",1,1,negative
1948,"This isn't pizza, sorry Chicagoans.But for the casserole that this is, there's none better. Incredibly flavorful, delicious, perfectly cooked pie with great ingredients.",4,1,positive
1949,"I was in Chicago. I needed to get pizza - the real stuff. And I had just come off one of those: ""last night - late night ....had to order what I could, what was open.. last ditch effort unspeakable thin crusts that actually arrived to brick cold and bleh."" Thats a review to come later - Save the better for first.I did take out and called ahead from the train - I had to do a quick stop and grab on our way to the airport or I couldn't squeeze it in. I walked like miles off the train for this pizza and I don't go far out of my way (which at the time it seems like I was walking forever) but it was WORTH IT, amazing and the people were rocking.1) I don't need to even comment first on the pizza - because let it speak for itself. I liked the atmosphere. Cute, on the corner - walked in - we were greeted right away with smiles and ""What can we help you with!"" Awesome! They were so gracious and kind - basically knew it was me! We were thirsty and they got us cups to go, accommodated us for our road walking journey with a speedy check out. I was so grateful. I wanted to stay!2) Pizza smelled so good in that box. Good price too although I just got myself a small thick crust cheese (basic) but it was piping hot and I couldn't wait to get my hands on it. Rich and saucy. I was in heaven. I couldn't eat it all and that says miles for an appetite like mine. I was fortunate enough to pass it off to someone in passing that probably needed it more than me and they got to share in Pequod's Yumminess too.Thanks for your ""drive by"" hospitality, delicious pizza, affordable pricing, cool venue and lifesaver when I needed my Chicago Style Pizza. I will be back!",20,3,positive
1950,"This is my favorite pizza joint. I can't say anything bad about this place. Everything is sooo perfect!! I never eat sausage but this sausage pizza is soooooo amazing. Even if we waited 1hr for a table, and then another 1 1/2 hr for the food. It was all worth it. It used to be a 6 stars in my eyes, now it's only a 5. Hopefully they will go back to being a 6. :-)",4,1,positive
1951,"The thin crust pizza was so, so good. I'm still thinking about it and it was two weeks ago when I had it for the first time. I didn't know the background of this spot. We just saw it was close to the movie theater nearby and it had some good reviews. We ordered a thin crust with pepperoni and ground beef. Pizza heaven on a platter I tell ya! Let me just say I came away impressed. Crust is a nice golden thin crust and not fake thin or soggy. Cheese and meat were fresh and quality. From the outside by all appearances it's very much a neighborhood dive bar/dining spot that one may not guess has excellent thin crust pizza. But this spot had waaaay better thin crust than many bigger chains or touristy stops I've been to that tout good pizza. If you're a big pizza fan you definitely have to try this place. I haven't tried the deep dish so I can't speak for deep but the thin crust was all that.",10,2,positive
1952,"LOVE LOVE LOVE!! One of my favorite pizza places in the city!! I can't believe that other chains get more recognition because Pequod's is definitely one of the best!! Aside from the phenomenal pizza, the hot wings are also delicious!",5,0,positive
1953,"You may want to rethink fat shaming in your restaurant. I was visiting a friend in Chicago recently and she brought me to Pequod's. Great pizza! But when I went to the bathroom there was a Bally's Fitness poster that said, ""Yeah, maybe it does make your butt look big."" Really? And in a Pizzeria? Also, there was nothing of the sort in the Men's restroom. Nice one Bally's! Nice on Pequod's!",0,1,negative
1954,"When you enter the store, there is a large sign that essentially says that reservations aren't really reservations, but bump you up to front of waitlist when you arrive (I'm paraphrasing).Unfortunately, they don't do a good job of communicating this prior to getting there.  My party as well as three others (including a bachelor party that was forced to find other food) experienced this.    We received a text message the morning of the ""reservation"" asking us to confirm the time and amount of people, but nowhere in that message did it convey the variable nature of the time.Normally, not a problem, but if you have a larger party on a tighter schedule (ie bachelor party, or family with small kids), then waiting until 9:30 for an 8:00 PM ""reservation"" is less than ideal.    Would suggest management improve the pre-reservation communication, both on the website as well as the text messages.In terms of the food, overall quality was decent.  For apps, we ordered the pizza bread, assorted appetizer platter, and pequod salad.  Filled you up, but nothing to write home about in terms of taste.We ordered a thin crust cheese for the kids.   As a native New Yorker, I found the crust a little soggy, and the cheese a little excessive.  Sauce was excellent though.  Kids liked it, so that's all that matters.We also ordered a pan pizza with spinach/garlic as well as green pepper/onion.  It had a nice caramelized crust (highly addictive).  The dough was thick with a generous layer of sauce.  The veggies needed some extra salt, but overall taste was pretty good.  One medium slice was enough to fill me up, and I have a fairly big appetite.In summary, the pizza was pretty good (order the pan pizza over anything else), but I wouldn't wait 90 minutes for it....",17,2,negative
1955,This will be my shortest yelp review ever...BEST DEEP DISH IN CHICAGO - by a long shot.,0,0,positive
1956,"My first visit to Pequod's was a pleasant one.  Very unique and delicious crust on the deep dish pizza.  The mushrooms were incredibly fresh and the sausage was wonderful.My only complaint, i had a side salad and their Italian dressing left something to be desired.Will be going back again!",4,1,positive
1957,Pequod's has amazing pizza. It might be the best in Chicago. Everyone should try this place at least once.,2,0,positive
1958,"There are certain milestones when it comes to becoming a ""real Chicagoan"" and not just a glossy-eyed transplant from Cleveland. For me, changing the alliance of deep dish establishments was one of them. I had heard about Pequod's from people at work, but I stuck to Pizzeria Due and Giordono's as my go-to places. Until I tried the glorious caramelized buttered crust of Pequod's that is...then it was game over! Is the wait horrible most time? Yes. Is it kind of a pricy option? Yeah. But is it worth it? Heck yes!  If you're dining in, the restaurant is small, poorly lit, has horrible parking, and no where to wait...but the bar next door is pretty chill. But Pequod's delivery range is pretty big so it's easy to skip the hassle, stay in sweatpants, and have it dropped off right at your doorstep. This is THE deep dish to get in Chicago, end of the debate.",7,5,positive
1959,"All i can say is that their pan pizza is great, but keep in mind that the bread will get absolutely soaked and soggy if you take it to go.",1,0,positive
1960,"My favorite Chicago deep dish. Lou's is a close second, but something about the crust at Pequod's is just utterly delicious. I love the meaty meat toppings, abundance of both delicious cheese and sauce, and did I mention that crust‽ I don't have much else to say as I haven't eaten in the restaurant and I always make the same order, but had to share my love for Pequod's.",6,1,positive
1961,Chicago's best deep dish. Sausage and pepper medium was delicious. I recommend not getting the large as the caramelized crust on the large is slightly overdone,3,0,positive
1962,"Pizza so delicious, you can overlook their awful pick up process.Seriously, it's that good.",2,1,positive
1963,"It isn't technically Chicago style pizza, but it is my absolute favorite pizza in Chicago. Try the ground beef pizza, it's not the most traditional topping but on their pan style it really works.",2,0,positive
1964,"We had eaten pizza at this restaurant twice. First time was excellent we thought it might be the best pizza ever. The second time at the restaurant was still pretty good. We had out of town company and even though it's expensive ordered Pequod's because we wanted our guest to try this delicious pizza. It was $60 not including the drivers tip for two large pizzas. One- one topping large and One- four topping large. We could have gotten two large pizza's elsewhere for  30-35 dollars less but we wanted the best so we paid the $60.I placed my order the day before. It arrived on time but it was barely warm. my husband met the guy and saw him take it out of the car and there were no bags around the box to keep it warm and for some reason sauce was smeared on the top of the bottom box. Their pizza is not good when it's not hot. We were very disappointed and not one of our guests said ""wow this pizza is good"". My husband and I agreed that we are done with Pequod's. I did call and tell the manager and he was nice enough. Said they have some problems to work out but unfortunately didn't offer a refund or anything just condolences. I think Pizza from almost anywhere else would have been better.  Also our receipt said 6:00 on it and we ordered it to arrive at 7:30 The manager said they set it up to start preparing it at 6:00. They tell you it takes 45 min to make their pizza but we have gotten it in 30 min. So my guess is they made it an hour early warmed it under a heat lamp (maybe) and didn't warm it in the car at all. It really tasted like it had been made the day before when I placed my order and was reheated and sent along. I don't think that's what they did but that is definitely the texture and taste it had. Although we will not return it is a good ( albeit pricey) pizza in house but don't waste your money on their take out. You can get a hot delicious pizza delivered to your home for a lot less money from somewhere else.",23,4,negative
1965,"I've come to conclude that I am not a fan of Chicago style deep dish pizzas. So my rating remains neutral with Pequod's only because it was better than Giordano's pizza, but still failed to really impress me. I can't seem to figure out if you are to order, at most, 2 toppings or as many as you want. Because whatever we ordered with all those toppings (photo provided), it was not physically possible to pick up a slice and eat it with 1 hand, let alone 2 hands! I'm a grab-a-slice-and-go type of gal, and I couldn't figure out how to eat this except with a fork and knife. Which is fine. I can be a lady when needed. ;) But, again, it's just too overwhelming for my taste buds. And while others around us were devouring a whole entire pizza, we, sadly, couldn't get past a few bites. Honestly, it just seems like I'm just eating of bunch of baked/roasted pizza toppings and not an actual slice of pizza. There doesn't seem to be a balance between the dough, cheese, and toppings. Sad to say, I guess Chicago style deep dish pizzas and I are not meant to be~~",4,2,negative
1966,I had the pan pizza it was pretty good. All the appetizers I had were good but the chicken tenders were cheap horrible processed ones. Drinks are reasonably priced and good service. Overall good place to check out. Would of gave 4 stars if it wasn't for those disgusting chicken tenders.,6,3,negative
1967,Went on a weekday for lunch and there was no wait. The pizza was good and I can see why Chicagoans are big fans of Pequod's. I think I still like the butter crust of Lou Malnati's better but that might just mean I need to give Pequod's another visit soon.,4,0,positive
1968,"This place has been hit or miss for me. The quality can really vary every time. The first time i went I wasn't a fan. The last time, it was absolutely delicious. So if you go once and don't like it, give it another try! Also better to go on off-peak hours when they're less busy.",3,0,positive
1969,"I still can't figure out how to pronounce the name of the this place properly!! Even though about a dozen Chicagoans said it during my trip, I swear each one said it just a little different.I wish Yelp had 1/2 stars, as I think Pequod's deserves 3.5.  I'm rounding down and not up, because the other Chicago-style pizza place I tried during my Chicago foodie crawl (Lou Malnati's) was a solid 4 stars, and I think edged out Pequod's.After arriving into Chicago from Seattle at around 8pm on a Thursday night in mid-Sept, my foodie crawl weekend was just a subway ride and hotel refresh away!  My friend had already checked into our hotel earlier in the day and in short order, I was ready to get the party started too!  We had carefully crafted our itinerary knowing that we needed to hit up the late night places on Thursday night due to my late arrival.  After some small plates at Avec, our next stop was Pequod's and its late night hours (It was about 12:30am by the time we arrived).  Due to our jam-packed weekend of eatin', my friend and I shared a personal deep-dish pepperoni pizza only.  With a glass of red wine each.  The pizza took a while to come out (each one is made to order), but we were in no hurry-- after all, we were on vacation!!  It gave me some time to look around the small restaurant, (dive-bar chic was the ambiance) which totally reminded me of my college days.Once the pizza actually came out, it appeared to have a burnt crust.  We called over the waitress, who explained to us that it was the specialty of the house-- to put a layer of cheese along the outside of the crust, which burnt and caramelizes as it bakes.  Apparently some people would revolt if they stopped this practice!  For my friend and I, it was just a tad TOO burnt, so maybe we got one that didn't pass quality control... but I would say I wasn't a huge fan though the rest of the pizza was delicious.  For this reason L.M. was my favorite pizza place, though I can totally understand a late-night post-bar hankering for Pequod's-- in fact, in my early-to-mid 20s,  I could have seen myself being a fixture here!",7,1,negative
1970,"This location has a sports bar feel and a bit small for groups and all the business they get. We had soup, salad, and their pan pizza. I chose the chicken tortilla soup which had no tortilla whatsoever but had a nice spicy flavor. The salad and house Italian dressing were good. The pizza was really good, not doughy as other pan or deep dish, and the sausage was huge and tasty. I liked the crust but my friend didn't. Even though I didn't finish my portion I was so stuffed that I didn't have room for dessert. The two waitresses helping us we're very nice.My experience was more like a 3.5 stars. We waited little over an hour on a Saturday night. Parking can be an issue. Their menu is small and simple which is not necessarily a bad thing. However, I was disappointed they didn't have their own specialty pizzas and that you cannot order any food before your seated on weekend evenings. So I would probably try it again on a weekday.",6,2,negative
1971,"Yummiest deep dish in town. Period! Must go, must try.",0,0,positive
1972,"They have great service and great tasting pizza. The crust comes out burnt so if you don't like burnt crust you should tell them ahead of time. When you get there they tell you the wait is 1hr to 1.5hr, but don't be shocked they usually get a table for you sooner than they say.",3,1,positive
1973,"I've had Chicago pizza from many places and I feel like a pizza snob (Very high standards for pizza) in a way. I am not originally from Chicago (Kentucky originally) but lived there for many years and moved away. My favorite place was Petes on Western near Grace. My girlfriend, who is originally from New Hampshire, has never been to Chicago or had authentic Chicago pizza. Well, we decided to make a 7 hour trip from Kentucky to Chicago just for pizza. Absolutely no regrets at all. Service was great, food was fresh and hot, and staff was friendly and welcoming. I didn't expect anything else. Needless to say, we are fans of Pequod's and will be coming back. Next visit will be after we move. Such a great place and cannot express how happy we both will be moving back to Chicago. Thanks for a great night, Pequod's.",11,2,positive
1974,"Hmmm... where do I start?Basically if I ask you what your favorite deep dish pizza is and you give me a different answer other than PEQUODS, I'll either assume you've never tried Pequods and/or you're from out of town... or that you have bad taste. Loads of cheese and sauce and they don't skimp out on toppings. THAT CARMELIZED CRUUUUUST. Their wait times are anywhere from an hour to more. But can you blame them?? It's deep dish pizza made by the Pizza Gods. I always bring my out of town guests to eat Pequods and I've never heard them say anything like ""Hmmm, I've had better."" or ""It's just ok."" Their eyes light up as they take that first bite and tell me things like ""HOLY F*** THAT'S GOOD!"" or ""Don't talk to me for the next 30 minutes as I stuff my face with goodness."" (Now that I think about it, I really hope they're all being sincere.)I can't remember if I've ever had bad service there, but I think personally the pizza itself trumps and cancels out anything negative, so 5 stars!",6,3,positive
1975,We are in such a huge hurry because we have to get our guest to the airport to catch a flight but we ate here before and frankly it is the BEST deep dish pizza in Chicago hands down!!!The carmelized crust is so freaking delicious and somehow the bottom of the pizza stays really crispy too which is rare for a deep dish!I say you should make every effort to visit this pizza place on your next possible opportunity!,1,1,positive
1976,"Came here on a weekend getaway and we were prepared for the long wait so that didn't bother us! We got the wings as an appetizer while waiting for the pizza and they were DELICIOUS I totally recommend them. Since there are plenty reviews on here I will tell you ONE THING. Follow the advice of fellow yelpers and keep it simple when ordering... They pack the toppings on so no need to go crazy! My boyfriend didn't believe me when I told him yelp said to keep it to a couple toppings, he got a supreme style, and he wanted my plain pepperoni (but I didn't want to share)!",2,2,positive
1977,Taste is great but our crust was so burnt we couldn't even chew it. Deep dish crust is what we were looking forward to. We were starving so waiting another 40 minutes for a better pizza wasn't an option. Disappointed!,2,0,negative
1978,"The pizza was great, very filling, and we were prepared for the wait based on tips here. Busy weekend night but we were given a booth & plenty of time - weren't rushed out the door. The only thing I found confusing is that the wait staff didn't have a set uniform - some were wearing black tshirts with the logo, others were wearing street clothes, and someone who seemed like a manager was wearing khakis. It made it seem like customers were rushing around, which I found confusing and distracting. The room got warm as the crowd grew.",4,3,positive
1979,"Pequods is my favorite pizza place in Chicago so much so that I always bring out of town guest here first because you can easily get Lou Malnati's or Giordanos but noting compares to the caramelized crust and indulgence that is Pequods.For people that are uninitiated to Chicago pizza, I always say that you must try a couple of places and compare it to other Pan/Deep Dish places. You will be unsatisfied if you compare Pequods to other pizza you've had because of the difference in the category. Also, be careful reading any reads on Yelp -- always see where they're from! Most people giving low reviews to Pequods are out of towners and have not had Pequods or any deep dish pizza place more than once. If you compare it on it's merit to other Pizza, you'll be disappointed because there is no proper comparison (apples to oranges, both are fruit, but quite different.)  The one thing that Pequods has over it's closely competitor is the amazing crust. It's caramelized and burnt looking but it's toppings are no joke. Equipped with a fork and knife, it's a difficult proposition to eat more than a couple of slices. Generally, a large can feed a group of five or more!My only advice is to actually request more sauce. On lazy days, the pizza may come out too dry and a dry pizza is no good. More sauce gives it more of a hearty tomato taste that really balances out the superior Pequods crust.  Otherwise, pick your favorite toppings (Note: pepperoncini is not pepperonis, don't learn the hard way). Overall, the place is good for groups EXCEPT on any game day which will inflate your wait for both the pizza and a table. I wouldn't necessarily suggest bringing a family here either especially with younger kids or older adults because it has a very bar-y feel to the restaurant. Otherwise, it's a great place for friends (esp. those visiting from out of town to convert to Chicago pizza believers).",10,3,positive
1980,It's good. There are many things that could have been better - but the ingredients were good. Overall 7/10. Service was meh - lots of upselling.,3,0,positive
1981,"Love this place! Try not to eat this kind of food often, but everytime is a meal well planned. Great staff everyone was thoughtful and carried the place Well. Gold i call it golden. This joint right here, Yummy for sure! Dont forget to ask Sally when you get there to Upgrade the special you will leave insatisfaction mode.",4,0,positive
1982,"I'm not much of a deep dish pizza guy. Like Jon Stewart once said, I see it as more tomato soup in a bread bowl than an actual slice of pizza, but when in Rome (er, Chicago), why not indulge as the locals do?Pequod's was suggested by a friend who has awful tattoos, but a pretty solid taste in food and he didn't steer us wrong. A small deep dish was more than enough for two people and it was quite affordable as well (I believe it was somewhere in the neighborhood of $12). The best part were the burnt ends of the crust, and as someone who doesn't always end up eating the crust, this was a nice surprise at the end of the tomato saucy rainbow.The place itself is a bit of a dive and the perfect setting for a quick bite before a Cubs game. If I lived in town, chances are this would be my go to spot when craving a Chicago style pie (or ""a f**king casserole"" as Mr. Stewart calls it).",8,3,positive
1983,"Golden Carmelized deep-dish pizza!  Need I say more?  The timely waitress returns to make sure food IS good.  The manager circles the tables to ensure the service is spot on.  The atmosphere is cool and clean, pepperoni is plentiful, slices are thick, and the Coca-Cola classic is bubbly.  No Kitchen Nightmares here.  Nicely done!",6,0,positive
1984,I think this might have been the most overrated place I visited in ChicagoI waited and hour and a half for a pizza that was burnt on the bottom and under-cooked in the middle. Also to make matters worse our server was petty much ignored us. She didn't refill our water or our drinks. If you are going to have sub-par food and least have good services.,1,2,negative
1985,"I have been enjoying and recommending Pequod's Pizza ever since my first taste but my recent customer service experience set my opinion above and beyond what it was before (I apologize in advance, this will be detailed).My parents were visiting for dinner so I ordered a pizza for pick-up. When I arrived to get the order, the restaurant was swamped with at least 20 people waiting outside for their tables and even more waiting for their to go orders inside. A woman also picking up a pizza had an issue with her order but I didn't give it much thought until I brought my pizza home. After digging in, I realized there was a number of things wrong with the order and I sent a Facebook message to let the management know since something seemed to be happening in the kitchen causing orders to come out incorrect.I received a response that night offering to send a gift card, which wasn't at all necessary, but certainly appreciated. I received the gift card two days later and just went to enjoy a Friday night out for dinner. Upon arrival, we were told the wait was significant so they recommended we wait at a new bar two doors down where a receipt for our purchase there would give us a discount at Pequod's. The wait was much shorter than anticipated and we were able to place our order immediately once seated. The beer was exactly what we wanted on this steamy evening, the pizza was perfect and our Friday night was everything I wanted!Although the initial order was wrong when my parents were visiting, the customer service I received exceeded my expectations. The suggestion to wait at the bar next door, who's atmosphere was exactly what we wanted,  was everything we were looking for on a Friday night. I already was a loyal customer, but this experience was so much more than I ever expected that there's no doubt I'll go anywhere else for pizza, beer and Blackhawks games. Pequod's, thank you, for this experience. Businesses can take a note from you on how to ensure lifelong customers!",9,4,positive
1986,"Absolutely love this place. I'm a huge Lou Malnatis fan and this is my new favorite. Now let's be clear, Pequods is not deep dish. It's Pan. So everyone comparing it to deep dish is way off! Anyways the crust is caramelized cheese and it's the best part! If your in the neighborhood check it out!!",4,0,positive
1987,"I came to meet some friends here that live in Chicago, they suggested this place and wow did it live up to there words. I'm from nyc so we do flat pizza and the last time I was in Chicago I had giodanos and its was not what I thought. But lord this place the pizza was amazing! It just was to good and I loved it.",4,0,positive
1988,"As much as I enjoy the Malnati's ""Chicago"" butter crusted  deep dish, the ""za"" at Pequod's is my favorite in Chicago. Thick cheesy deep dish pizza piled high with the toppings of your choice make this my favorite place for dine in pizza. The pizza is best eaten on site as it does not travel as well as Malnati's pizza likely secondary to the many vegetable toppings we had selected. We have eaten in several times and it was always excellent but took the same pizza to go and ate it thirty mins later and it had become fairly soggy so in other words it did not travel well. It frequently has a line/wait so be prepared especially on ball game days. In summary, if you want the best pizza and have the time to wait 15-45 mins to be seated then this is he place to go.",9,1,positive
1989,"Great pizza, fun and lively atmosphere and good service. Got a table right away, but had to wait a bit for the pizza (but they tell you that right up front, so you are prepared).",5,0,positive
1990,"This is our go to place for Chicago deep dish pizza. It is extremely hard to get into on the weekends. We have tried twice and been told an hour to an hour and half wait. Add in the wait to cook your pizza, and you're looking at 2-1/2 hour wait to get to fed. My advice if you intent on Pequods for a weekend night, don't go hungry! This last time we went on a Tuesday. A 10-15 minute wait was acceptable. We actually got seated in 5 minutes! Pizza was delicious as usual. Their sauce is great fresh, sweet tomatoes. The salad was disappointing. Lou Malanatis has better salads, they use romaine lettuce and their dressing is fresh, made in house. Our Cesar salad was made with leaf lettuce and the dressing was overly thick and salty. We ordered beer but unfortunately they were out of our preferred Allgash. Disappointing.",6,3,positive
1991,"As a Chicagoan, I love all pizza. Thin, thick, stuffed, pan, deep dish, bagel bites, pizza for breakfast, cold pizza straight from the fridge. Pequod's does live up to the hype. I wouldn't say it's the best pizza, mostly because I don't have a favorite. I love all sorts of pizza, remember? Don't come here starving to death because you will most likely have to wait 15-30 minutes for a table. And then after you order a pan pizza, you'll have to wait another 20+ minutes. And for that reason, we ordered mozzarella sticks so we could have something to munch on. Nothing amazing with the mozzarella sticks and, unfortunately, ours were only slightly warm, which means the cheese was not ooey gooey.. boo. Anyway, the pan pizza is HEAVY. I would say a small 10"" pan pizza is enough for two people if you don't want leftovers. In my opinion, the more toppings, the better! So we usually get pepperoni, sausage, green pepper, onion and mushroom. Their pan crust reminds me almost of thick focaccia bread doused in butter and cheese and baked until a nice, crispy outer crust is formed. It's definitely a delicious pizza straight out of the oven, however, I don't recommend take out since the pan pizza can get a bit soggy.",11,4,positive
1992,"Best pizza in Chicago- it's as simple as that. Definitely expect a line, but definitely know that the wait will be well worth it in the end. If you're ordering delivery, it's gonna take a GRIP, but again- worth the wait.",3,0,positive
